Current_Word,Next_Word,Levenshtein_Distance
websites,site,4
site,hosting,5
hosting,screensaver,10
screensaver,displays,10
displays,pink,7
pink,graphic,6
graphic,words,7
words,stay,5
stay,tuned,5
tuned,one,3
one,lycos,5
lycos,available,8
available,comment,9
comment,latest,5
latest,developments,9
developments,controversial,12
controversial,anti,10
anti,spam,4
spam,campaign,6
campaign,lycos,8
lycos,europe,5
europe,make,5
make,love,3
love,spam,4
spam,campaign,6
campaign,intended,8
intended,way,8
way,users,5
users,fight,5
fight,back,5
back,mountain,7
mountain,junk,6
junk,mail,4
mail,flooding,7
flooding,inboxes,7
inboxes,people,6
people,encouraged,8
encouraged,download,8
download,screensaver,10
screensaver,pc,10
pc,idle,4
idle,would,4
would,send,4
send,lots,4
lots,data,3
data,sites,4
sites,peddle,6
peddle,goods,5
goods,services,7
services,mentioned,6
mentioned,spam,9
spam,messages,6
messages,lycos,7
lycos,said,5
said,idea,4
idea,get,3
get,spam,4
spam,sites,4
sites,running,7
running,95,7
95,capacity,8
capacity,generate,7
generate,big,8
big,bandwidth,7
bandwidth,bills,7
bills,spammers,7
spammers,behind,8
behind,sites,6
sites,plan,5
plan,proved,5
proved,controversial,9
controversial,monitoring,8
monitoring,firm,8
firm,netcraft,7
netcraft,analysed,8
analysed,response,7
response,times,7
times,sites,2
sites,targeted,6
targeted,screensaver,8
screensaver,found,10
found,number,6
number,completely,8
completely,knocked,9
knocked,offline,7
offline,downing,5
downing,sites,7
sites,could,5
could,dent,5
dent,lycos,5
lycos,claims,4
claims,amount,6
amount,distributed,10
distributed,denial,9
denial,service,5
service,attack,6
attack,attacks,1
attacks,thousands,7
thousands,computers,8
computers,bombard,6
bombard,sites,7
sites,data,4
data,attempt,6
attempt,overwhelm,9
overwhelm,laws,8
laws,many,3
many,countries,8
countries,explicitly,9
explicitly,outlaw,9
outlaw,attacks,6
attacks,many,6
many,nations,5
nations,re,7
re,drafting,7
drafting,computer,8
computer,use,6
use,laws,4
laws,make,3
make,specific,8
specific,offences,8
offences,lycos,6
lycos,europe,5
europe,appears,7
appears,put,6
put,plan,3
plan,hold,4
hold,site,4
site,hosting,5
hosting,screensaver,10
screensaver,currently,8
currently,shows,9
shows,holding,6
holding,page,7
page,words,5
words,stay,5
stay,tuned,5
tuned,numerical,7
numerical,internet,7
internet,address,7
address,site,6
site,also,4
also,changed,6
changed,likely,7
likely,response,8
response,spammers,7
spammers,reportedly,8
reportedly,redirected,6
redirected,traffic,9
traffic,sites,7
sites,back,5
back,lycos,4
lycos,screensaver,10
screensaver,site,9
site,campaign,7
campaign,come,6
come,fire,3
fire,corners,5
corners,web,6
web,many,4
many,discussion,10
discussion,groups,8
groups,said,6
said,set,3
set,dangerous,8
dangerous,precedent,8
precedent,could,8
could,incite,6
incite,vigilantism,8
vigilantism,attacking,9
attacking,spammer,8
spammer,website,7
website,like,5
like,poking,5
poking,grizzly,7
grizzly,bear,7
bear,sleeping,7
sleeping,back,8
back,garden,5
garden,pointy,6
pointy,stick,5
stick,said,3
said,graham,5
graham,cluley,6
cluley,senior,6
senior,technology,7
technology,consultant,9
consultant,sophos,9
sophos,screensaver,9
screensaver,similar,8
similar,approach,7
approach,potentially,10
potentially,illegal,8
illegal,distributed,10
distributed,denial,9
denial,service,5
service,attack,6
attack,also,5
also,danger,5
danger,turning,6
turning,innocent,7
innocent,computer,8
computer,users,6
users,vigilantes,9
vigilantes,may,9
may,prepared,7
prepared,whatever,7
whatever,retaliation,10
retaliation,spammers,10
spammers,care,6
care,dream,4
dream,,5
microsoft,gets,8
gets,blogging,7
blogging,bug,6
bug,software,8
software,giant,7
giant,microsoft,7
microsoft,taking,9
taking,plunge,5
plunge,world,6
world,blogging,7
blogging,launching,6
launching,test,9
test,service,6
service,allow,7
allow,people,6
people,publish,6
publish,blogs,5
blogs,online,5
online,journals,7
journals,called,8
called,msn,6
msn,spaces,6
spaces,microsoft,8
microsoft,trailing,9
trailing,behind,6
behind,competitors,9
competitors,like,10
like,google,5
google,aol,4
aol,already,6
already,offer,6
offer,services,7
services,make,7
make,easy,3
easy,people,5
people,set,5
set,web,2
web,journals,8
journals,blogs,7
blogs,short,4
short,web,5
web,logs,4
logs,become,5
become,popular,7
popular,way,6
way,people,6
people,talk,5
talk,lives,5
lives,express,5
express,opinions,7
opinions,online,5
online,msn,5
msn,spaces,6
spaces,free,5
free,anyone,5
anyone,hotmail,7
hotmail,msn,6
msn,messenger,6
messenger,account,8
account,people,6
people,able,4
able,choose,5
choose,layout,5
layout,page,5
page,upload,5
upload,images,6
images,share,4
share,photo,4
photo,albums,6
albums,music,6
music,playlists,8
playlists,service,8
service,supported,7
supported,banner,8
banner,ads,5
ads,simple,6
simple,tool,5
tool,people,4
people,express,5
express,said,7
said,msn,4
msn,blake,5
blake,irving,6
irving,microsoft,7
microsoft,first,5
first,foray,3
foray,blogging,7
blogging,taken,7
taken,web,4
web,phenomenon,9
phenomenon,past,9
past,year,4
year,competitors,9
competitors,like,10
like,google,5
google,already,7
already,offer,6
offer,free,3
free,services,6
services,blogger,7
blogger,site,6
site,aol,4
aol,provides,7
provides,members,7
members,journals,7
journals,accurate,6
accurate,figures,6
figures,number,6
number,blogs,6
blogs,existence,9
existence,hard,9
hard,come,4
come,according,7
according,blog,7
blog,analysis,7
analysis,firm,8
firm,technorati,9
technorati,called,9
called,blogosphere,10
blogosphere,doubled,9
doubled,every,7
every,five,4
five,half,4
half,months,6
months,last,5
last,18,4
18,months,6
months,estimates,7
estimates,number,7
number,blogs,6
blogs,existence,9
existence,exceeded,6
exceeded,4,8
4,8,1
8,million,7
million,although,7
although,speculate,9
speculate,less,8
less,quarter,7
quarter,regularly,7
regularly,maintained,9
maintained,,10
broadband,fuels,9
fuels,online,6
online,change,5
change,fast,5
fast,web,4
web,access,5
access,encouraging,10
encouraging,people,10
people,express,5
express,online,7
online,research,8
research,suggests,8
suggests,quarter,7
quarter,broadband,8
broadband,users,9
users,britain,7
britain,regularly,8
regularly,upload,8
upload,content,7
content,personal,7
personal,sites,7
sites,according,9
according,report,7
report,uk,6
uk,think,4
think,tank,2
tank,demos,5
demos,said,5
said,always,5
always,fast,5
fast,connection,9
connection,changing,7
changing,way,7
way,people,6
people,use,5
use,internet,7
internet,five,7
five,million,6
million,households,9
households,uk,9
uk,broadband,9
broadband,number,8
number,growing,7
growing,fast,7
fast,demos,5
demos,report,4
report,looked,6
looked,impact,6
impact,broadband,8
broadband,people,8
people,net,5
net,habits,5
habits,found,6
found,half,5
half,broadband,8
broadband,logged,7
logged,web,5
web,breakfast,8
breakfast,one,8
one,five,3
five,even,3
even,admitted,7
admitted,getting,7
getting,middle,7
middle,night,5
night,browse,6
browse,web,5
web,significantly,13
significantly,argues,12
argues,report,6
report,broadband,8
broadband,encouraging,9
encouraging,people,10
people,take,5
take,active,4
active,role,5
role,online,4
online,found,5
found,one,3
one,five,3
five,post,4
post,something,7
something,net,7
net,everyday,7
everyday,ranging,8
ranging,comments,7
comments,opinions,7
opinions,sites,6
sites,uploading,9
uploading,photographs,10
photographs,broadband,9
broadband,putting,8
putting,media,6
media,shifts,6
shifts,power,6
power,institutions,12
institutions,hands,11
hands,individual,9
individual,said,8
said,john,4
john,craig,5
craig,co,4
co,author,5
author,demos,5
demos,report,4
report,self,5
self,diagnosis,9
diagnosis,online,8
online,education,8
education,broadband,8
broadband,creates,7
creates,social,7
social,innovation,8
innovation,moves,8
moves,debate,6
debate,beyond,5
beyond,simple,6
simple,questions,8
questions,access,7
access,speed,5
speed,demos,5
demos,report,4
report,entitled,7
entitled,broadband,8
broadband,britain,6
britain,end,7
end,asymmetry,8
asymmetry,commissioned,11
commissioned,net,10
net,provider,7
provider,aol,7
aol,broadband,8
broadband,moving,7
moving,perception,9
perception,internet,8
internet,piece,6
piece,technology,9
technology,integral,9
integral,part,7
part,home,4
home,life,3
life,uk,4
uk,said,4
said,karen,4
karen,thomson,6
thomson,chief,6
chief,executive,7
executive,aol,9
aol,uk,3
uk,many,4
many,people,6
people,spending,6
spending,time,7
time,computers,7
computers,automatically,11
automatically,might,11
might,switch,5
switch,television,9
television,radio,8
radio,according,7
according,analysts,8
analysts,nielsen,6
nielsen,netratings,8
netratings,50,10
50,22,2
22,8,2
8,million,7
million,uk,7
uk,net,3
net,users,4
users,regularly,7
regularly,accessing,9
accessing,web,8
web,home,4
home,month,4
month,logging,6
logging,high,6
high,speed,5
speed,spend,1
spend,twice,5
twice,long,5
long,online,4
online,people,5
people,dial,5
dial,connections,10
connections,viewing,8
viewing,average,6
average,1,7
1,444,3
444,pages,5
pages,per,3
per,month,5
month,popularity,8
popularity,fast,8
fast,net,3
net,access,5
access,growing,7
growing,partly,7
partly,fuelled,6
fuelled,fierce,4
fierce,competition,10
competition,prices,9
prices,services,3
services,,8
ds,aims,3
aims,touch,5
touch,gamers,6
gamers,mobile,6
mobile,gaming,5
gaming,industry,8
industry,set,7
set,explode,7
explode,2005,7
2005,number,6
number,high,6
high,profile,6
profile,devices,6
devices,offering,7
offering,range,6
range,gaming,4
gaming,features,7
features,movie,7
movie,music,3
music,playback,7
playback,market,7
market,leader,5
leader,nintendo,7
nintendo,however,7
however,releasing,8
releasing,handheld,9
handheld,console,6
console,says,6
says,revolutionise,12
revolutionise,way,13
way,games,4
games,played,4
played,first,6
first,striking,7
striking,thing,4
thing,ds,5
ds,retro,5
retro,looks,5
looks,far,5
far,looking,7
looking,like,5
like,mould,5
mould,breaking,8
breaking,handheld,8
handheld,looks,8
looks,like,3
like,nintendo,6
nintendo,dug,8
dug,mould,4
mould,1980s,5
1980s,handheld,8
handheld,prototype,9
prototype,lightweight,10
lightweight,clam,11
clam,shell,5
shell,device,6
device,opens,6
opens,reveal,5
reveal,two,6
two,screens,7
screens,switched,7
switched,instantly,8
instantly,reveals,7
reveals,pedigree,7
pedigree,screens,7
screens,crisp,5
crisp,clear,4
clear,bottom,6
bottom,two,4
two,touch,4
touch,sensitive,9
sensitive,nintendo,8
nintendo,given,5
given,developers,8
developers,free,8
free,rein,3
rein,utilise,6
utilise,dual,6
dual,screens,7
screens,ability,7
ability,control,7
control,action,5
action,simply,6
simply,touching,8
touching,screen,7
screen,japanese,7
japanese,gaming,6
gaming,giant,4
giant,hopes,5
hopes,ds,4
ds,maintain,8
maintain,firm,7
firm,pre,3
pre,eminence,7
eminence,increasingly,10
increasingly,competitive,10
competitive,mobile,8
mobile,gaming,5
gaming,market,5
market,nintendo,7
nintendo,first,7
first,launched,8
launched,gameboy,7
gameboy,console,7
console,1989,7
1989,dominated,9
dominated,market,7
market,ever,5
ever,since,5
since,lead,5
lead,longer,5
longer,taken,5
taken,granted,5
granted,sony,6
sony,enter,5
enter,market,5
market,later,4
later,year,4
year,playstation,9
playstation,portable,8
portable,start,6
start,companies,8
companies,gizmondo,8
gizmondo,tapwave,8
tapwave,zodiac,6
zodiac,also,6
also,offering,8
offering,hybrid,6
hybrid,devices,7
devices,believe,5
believe,ds,7
ds,appeal,6
appeal,ages,4
ages,genders,5
genders,gamers,3
gamers,skill,6
skill,said,3
said,david,2
david,yarnton,6
yarnton,nintendo,6
nintendo,europe,8
europe,general,6
general,manager,6
manager,said,6
said,recent,6
recent,press,5
press,launch,6
launch,handheld,6
handheld,two,8
two,screens,7
screens,wireless,4
wireless,connectivity,11
connectivity,backwards,11
backwards,compatibility,12
compatibility,gameboy,10
gameboy,advance,7
advance,ds,6
ds,certainly,9
certainly,number,9
number,unique,5
unique,selling,7
selling,points,6
points,went,4
went,sale,4
sale,us,4
us,mid,3
mid,november,7
november,priced,7
priced,150,6
150,nintendo,8
nintendo,says,8
says,sales,2
sales,exceeded,7
exceeded,expectations,9
expectations,without,10
without,giving,6
giving,detailed,7
detailed,figures,7
figures,japan,7
japan,europe,6
europe,wait,6
wait,first,4
first,quarter,6
quarter,2005,7
2005,get,4
get,device,5
device,two,6
two,million,6
million,pre,7
pre,orders,4
orders,device,6
device,japan,6
japan,nintendo,7
nintendo,confident,7
confident,keep,8
keep,number,5
number,one,5
one,spot,4
spot,device,6
device,prove,5
prove,revolutionary,12
revolutionary,claimed,11
claimed,game,4
game,ships,5
ships,demo,5
demo,metroid,5
metroid,hunters,7
hunters,3d,7
3d,action,6
action,title,5
title,played,5
played,alone,4
alone,group,4
group,friends,6
friends,using,5
using,machine,5
machine,wireless,8
wireless,capabilities,10
capabilities,certainly,10
certainly,looks,9
looks,impressive,9
impressive,small,9
small,machine,6
machine,plays,7
plays,smoothly,8
smoothly,even,8
even,group,5
group,people,5
people,game,5
game,controlled,9
controlled,using,10
using,supplied,6
supplied,stylus,6
stylus,aim,6
aim,top,3
top,screen,6
screen,used,5
used,navigate,8
navigate,action,7
action,bottom,4
bottom,screen,6
screen,offers,5
offers,top,6
top,map,2
map,ability,7
ability,switch,6
switch,weapons,7
weapons,certainly,7
certainly,unique,8
unique,control,6
control,method,5
method,makes,5
makes,aiming,6
aiming,controlled,10
controlled,little,7
little,disorientating,11
disorientating,super,12
super,mario,5
mario,64,5
64,ds,2
ds,faithful,8
faithful,re,8
re,creation,6
creation,nintendo,8
nintendo,64,8
64,classic,7
classic,host,6
host,new,4
new,mini,4
mini,games,5
games,new,4
new,levels,5
levels,game,5
game,looks,5
looks,stunning,8
stunning,portable,8
portable,machine,7
machine,sound,6
sound,impressive,9
impressive,small,9
small,machine,6
machine,one,5
one,thing,4
thing,certain,5
certain,hardened,7
hardened,gamers,6
gamers,learn,5
learn,adapt,4
adapt,new,5
new,way,3
way,playing,5
playing,could,7
could,prove,5
prove,accessible,9
accessible,way,10
way,gaming,5
gaming,novices,6
novices,ultimately,8
ultimately,success,9
success,failure,7
failure,device,6
device,lies,5
lies,hands,4
hands,developers,9
developers,manage,9
manage,create,4
create,titles,6
titles,use,5
use,nintendo,7
nintendo,ds,7
ds,key,3
key,features,7
features,whole,7
whole,new,5
new,market,5
market,gamers,5
gamers,could,6
could,open,4
open,fear,4
fear,touch,5
touch,screen,6
screen,voice,5
voice,recognition,9
recognition,treated,9
treated,little,6
little,gimmicks,7
gimmicks,,8
half,measures,7
measures,half,7
half,life,4
life,2,4
2,could,5
could,half,4
half,life,4
life,2,4
2,possibly,8
possibly,live,7
live,hype,3
hype,almost,6
almost,two,5
two,years,5
years,tantalising,9
tantalising,previews,10
previews,infuriating,10
infuriating,delays,10
delays,safe,5
safe,say,2
say,highly,5
highly,anticipated,10
anticipated,computer,8
computer,game,6
game,time,2
time,fortunately,9
fortunately,doesn,9
doesn,merely,5
merely,live,5
live,promise,5
promise,exceeds,7
exceeds,one,6
one,plays,5
plays,finished,7
finished,product,8
product,wonder,6
wonder,took,5
took,long,3
long,impression,9
impression,game,9
game,endlessly,8
endlessly,refined,8
refined,get,6
get,close,5
close,perfection,9
perfection,could,9
could,realistically,11
realistically,hoped,13
hoped,money,3
money,indeed,5
indeed,time,5
time,screen,5
screen,player,5
player,sees,5
sees,things,5
things,eyes,5
eyes,gordon,6
gordon,freeman,6
freeman,bespectacled,10
bespectacled,scientist,10
scientist,starred,8
starred,original,8
original,1998,8
1998,half,4
half,life,4
life,survived,6
survived,skirmish,6
skirmish,desolate,8
desolate,monster,6
monster,infested,5
infested,research,7
research,facility,8
facility,back,6
back,another,7
another,foreboding,9
foreboding,troublespot,10
troublespot,enigmatic,11
enigmatic,city,7
city,17,4
17,look,4
look,beautiful,9
beautiful,eastern,6
eastern,european,5
european,city,8
city,soon,4
soon,train,4
train,pulls,5
pulls,station,7
station,clear,7
clear,well,4
well,sinister,8
sinister,police,6
police,patrol,5
patrol,unkempt,7
unkempt,streets,6
streets,oppressive,8
oppressive,atmosphere,9
atmosphere,clobbers,7
clobbers,like,6
like,sledgehammer,10
sledgehammer,casual,11
casual,smattering,9
smattering,nightmarish,8
nightmarish,creatures,8
creatures,first,8
first,game,5
game,makes,3
makes,even,4
even,less,4
less,pleasant,5
pleasant,place,5
place,herded,5
herded,around,5
around,like,6
like,prisoner,6
prisoner,mingle,6
mingle,freedom,7
freedom,fighting,7
fighting,civilians,6
civilians,gather,9
gather,information,9
information,progress,10
progress,task,7
task,immediately,10
immediately,explained,9
explained,objectives,8
objectives,precisely,7
precisely,everything,9
everything,ravaged,9
ravaged,finding,7
finding,step,7
step,step,0
step,part,4
part,experience,8
experience,although,10
although,never,8
never,fully,5
fully,get,5
get,understand,8
understand,really,9
really,matter,6
matter,hl2,6
hl2,waste,5
waste,energy,6
energy,blinding,7
blinding,plot,7
plot,underplaying,10
underplaying,narrative,8
narrative,way,8
way,gloriously,9
gloriously,effective,10
effective,immerses,8
immerses,player,7
player,vivid,6
vivid,convincing,7
convincing,impressive,9
impressive,virtual,9
virtual,world,6
world,likely,5
likely,seen,5
seen,cut,4
cut,scenes,5
scenes,interrupt,8
interrupt,flow,9
flow,exposition,9
exposition,accomplished,10
accomplished,characters,11
characters,stopping,10
stopping,talk,7
talk,directly,7
directly,whereas,7
whereas,highly,6
highly,impressive,10
impressive,doom,10
doom,iii,4
iii,felt,4
felt,like,4
like,top,4
top,notch,4
notch,theme,5
theme,park,5
park,thrill,5
thrill,ride,4
ride,wandering,7
wandering,half,8
half,life,4
life,world,5
world,truly,4
truly,feel,4
feel,like,4
like,part,4
part,movie,5
movie,considering,8
considering,sophistication,10
sophistication,game,13
game,runs,4
runs,surprisingly,10
surprisingly,well,11
well,computers,8
computers,match,7
match,modest,5
modest,minimum,6
minimum,specifications,12
specifications,ever,13
ever,incentive,7
incentive,upgrade,8
upgrade,pc,6
pc,components,9
components,test,8
test,machine,7
machine,alienware,7
alienware,system,9
system,athlon,6
athlon,3500,6
3500,processor,9
processor,ati,9
ati,radeon,5
radeon,x800,6
x800,video,5
video,card,5
card,everything,9
everything,ran,8
ran,full,4
full,quality,5
quality,without,7
without,trouble,6
trouble,visual,5
visual,experience,9
experience,simply,9
simply,jaw,6
jaw,dropping,8
dropping,simply,7
simply,surfaces,7
surfaces,textures,6
textures,light,8
light,effects,6
effects,push,7
push,technical,8
technical,envelope,8
envelope,without,7
without,mercy,7
mercy,care,4
care,artistic,7
artistic,flair,7
flair,gone,5
gone,designing,7
designing,haunting,6
haunting,grim,7
grim,landscapes,10
landscapes,become,8
become,strangely,8
strangely,beautiful,9
beautiful,luckily,8
luckily,get,7
get,time,4
time,pause,4
pause,mid,5
mid,task,4
task,marvel,5
marvel,awesome,7
awesome,graphical,8
graphical,flourishes,9
flourishes,surroundings,9
surroundings,impressive,10
impressive,physics,7
physics,ll,7
ll,find,4
find,hurling,5
hurling,bits,6
bits,rubbish,5
rubbish,around,7
around,prodding,5
prodding,floating,4
floating,corpses,7
corpses,marvel,5
marvel,lifelike,7
lifelike,way,8
way,move,4
move,puzzles,6
puzzles,solved,6
solved,along,5
along,way,5
way,pitched,7
pitched,right,5
right,difficulty,8
difficulty,progress,10
progress,achieved,8
achieved,force,7
force,freeman,5
freeman,quickly,7
quickly,reunited,7
reunited,original,7
original,game,7
game,famous,4
famous,crowbar,7
crowbar,array,5
array,sophisticated,12
sophisticated,weapons,12
weapons,soon,5
soon,follow,4
follow,virtually,8
virtually,anything,8
anything,nailed,7
nailed,floor,6
floor,interacted,9
interacted,realistic,9
realistic,fashion,7
fashion,wowed,7
wowed,attention,8
attention,detail,7
detail,chip,5
chip,bits,4
bits,plaster,6
plaster,walls,6
walls,chase,5
chase,pigeon,6
pigeon,way,6
way,dodge,5
dodge,exploding,7
exploding,barrels,9
barrels,ping,7
ping,around,5
around,deadly,6
deadly,speed,5
speed,times,4
times,half,5
half,life,4
life,2,4
2,feels,5
feels,like,5
like,one,3
one,annoying,6
annoying,people,7
people,unfeasibly,8
unfeasibly,brilliant,9
brilliant,everything,8
everything,turn,8
turn,hand,4
hand,curious,7
curious,way,7
way,unrelenting,11
unrelenting,goodness,10
goodness,actually,8
actually,becomes,8
becomes,almost,6
almost,tiresome,7
tiresome,running,8
running,around,6
around,foot,5
foot,great,4
great,enough,6
enough,jumping,7
jumping,vehicles,8
vehicles,proves,6
proves,even,4
even,fun,3
fun,human,3
human,foes,5
foes,rendered,7
rendered,well,7
well,alien,5
alien,ones,4
ones,stealth,6
stealth,sections,7
sections,exhilarating,10
exhilarating,open,11
open,gun,3
gun,battles,7
battles,gameplay,6
gameplay,terms,7
terms,hl2,5
hl2,somehow,6
somehow,gets,6
gets,almost,5
almost,everything,9
everything,perfect,8
perfect,without,6
without,resorting,8
resorting,zombies,7
zombies,leaping,6
leaping,shadows,6
shadows,approach,7
approach,doom,7
doom,iii,4
iii,incredibly,8
incredibly,unsettling,9
unsettling,vacant,9
vacant,environment,8
environment,distinctly,10
distinctly,eerie,9
eerie,one,4
one,point,3
point,even,4
even,caught,6
caught,hesitating,9
hesitating,go,10
go,murky,5
murky,tunnel,5
tunnel,fear,6
fear,might,5
might,inside,6
inside,game,5
game,couple,5
couple,problems,6
problems,firstly,7
firstly,carefully,6
carefully,scripted,8
scripted,way,8
way,progress,8
progress,level,7
level,might,5
might,irk,4
irk,people,6
people,lot,5
lot,things,6
things,meticulously,10
meticulously,choreographed,13
choreographed,happen,9
happen,cue,5
cue,makes,4
makes,exciting,8
exciting,moments,8
moments,may,6
may,annoyance,8
annoyance,players,8
players,limit,6
limit,appeal,6
appeal,playing,7
playing,ve,7
ve,completed,8
completed,like,7
like,things,5
things,open,5
open,ended,4
ended,free,4
free,ranging,7
ranging,far,6
far,cry,3
cry,lot,3
lot,pleasing,7
pleasing,real,6
real,downside,8
downside,hassle,6
hassle,getting,7
getting,game,6
game,run,4
run,installing,9
installing,proved,10
proved,life,5
life,draining,7
draining,siege,7
siege,would,5
would,test,5
test,saint,4
saint,patience,5
patience,developer,8
developer,valve,6
valve,rashly,5
rashly,assumed,6
assumed,everyone,8
everyone,wanting,7
wanting,play,7
play,game,4
game,internet,7
internet,connection,8
connection,forces,8
forces,go,5
go,online,6
online,authenticate,9
authenticate,copy,11
copy,box,3
box,warn,4
warn,anti,4
anti,piracy,6
piracy,measure,7
measure,say,6
say,many,2
many,components,8
components,downloaded,9
downloaded,time,9
time,spent,5
spent,depend,3
depend,connection,9
connection,speed,9
speed,temperamental,10
temperamental,valve,12
valve,servers,5
servers,time,6
time,day,4
day,take,3
take,hours,5
hours,would,3
would,take,5
take,mighty,6
mighty,piece,5
piece,work,5
work,feel,4
feel,worthwhile,9
worthwhile,annoyances,10
annoyances,luckily,10
luckily,half,6
half,life,4
life,2,4
2,challenge,9
challenge,surely,8
surely,best,5
best,thing,5
thing,genre,5
genre,possibly,8
possibly,many,7
many,feel,4
feel,genre,4
genre,bar,4
bar,raised,5
raised,far,5
far,sight,5
sight,sympathise,8
sympathise,game,8
game,tries,4
tries,anything,6
anything,remotely,8
remotely,similar,7
similar,near,5
near,future,5
future,half,6
half,life,4
life,2,4
2,pc,2
pc,,2
file,swappers,7
swappers,ready,7
ready,new,4
new,network,4
network,legal,6
legal,attacks,6
attacks,websites,7
websites,help,7
help,people,4
people,swap,5
swap,pirated,6
pirated,films,6
films,forced,5
forced,development,9
development,system,10
system,could,6
could,harder,6
harder,shut,6
shut,one,4
one,site,3
site,behind,5
behind,success,7
success,bittorrent,9
bittorrent,file,8
file,swapping,7
swapping,system,7
system,producing,9
producing,software,8
software,avoids,8
avoids,pitfalls,7
pitfalls,earlier,8
earlier,program,7
program,test,7
test,version,5
version,new,6
new,exeem,4
exeem,program,6
program,released,7
released,late,5
late,january,6
january,doubts,6
doubts,remain,6
remain,new,5
new,networks,5
networks,ability,8
ability,ensure,7
ensure,files,6
files,swapped,6
swapped,quality,6
quality,copies,6
copies,late,5
late,december,7
december,movie,7
movie,studios,6
studios,launched,7
launched,legal,7
legal,campaign,7
campaign,websites,8
websites,helped,6
helped,people,4
people,swap,5
swap,pirated,6
pirated,movies,6
movies,using,5
using,bittorrent,9
bittorrent,network,7
network,legal,6
legal,campaign,7
campaign,worked,8
worked,way,5
way,bittorrent,10
bittorrent,organised,9
organised,file,7
file,sharing,6
sharing,system,6
system,relies,5
relies,links,4
links,called,6
called,trackers,6
trackers,point,8
point,users,5
users,others,3
others,happy,6
happy,share,4
share,file,4
file,looking,6
looking,shutting,5
shutting,sites,6
sites,listed,3
listed,trackers,7
trackers,crippled,7
crippled,bittorrent,9
bittorrent,network,7
network,one,6
one,sites,4
sites,shut,4
shut,legal,5
legal,campaign,7
campaign,suprnova,8
suprnova,org,7
org,helped,6
helped,boost,6
boost,popularity,8
popularity,bittorrent,9
bittorrent,system,8
system,checking,8
checking,trackers,6
trackers,led,7
led,movies,5
movies,tv,5
tv,programmes,10
programmes,claimed,7
claimed,man,6
man,behind,5
behind,suprnova,7
suprnova,org,7
org,goes,3
goes,nickname,8
nickname,sloncek,7
sloncek,preparing,9
preparing,release,7
release,software,6
software,new,7
new,file,4
file,swapping,7
swapping,network,8
network,dubbed,7
dubbed,exeem,5
exeem,interview,7
interview,novastream,9
novastream,web,9
web,radio,5
radio,sloncek,7
sloncek,said,6
said,exeem,5
exeem,would,5
would,combine,6
combine,ideas,7
ideas,bittorrent,8
bittorrent,kazaa,10
kazaa,file,5
file,sharing,6
sharing,systems,6
systems,like,6
like,bittorrent,8
bittorrent,exeem,9
exeem,trackers,7
trackers,help,7
help,point,5
point,people,4
people,toward,6
toward,file,6
file,want,4
want,like,4
like,kazaa,5
kazaa,trackers,7
trackers,held,7
held,everyone,7
everyone,centrally,7
centrally,maintained,8
maintained,list,8
list,said,4
said,sloncek,6
sloncek,make,6
make,system,5
system,less,5
less,vulnerable,8
vulnerable,legal,6
legal,action,6
action,aimed,5
aimed,stopping,8
stopping,people,6
people,swapping,7
swapping,pirated,8
pirated,movies,6
movies,music,4
music,exeem,5
exeem,software,8
software,development,10
development,months,10
months,currently,7
currently,tested,7
tested,closed,4
closed,group,5
group,users,5
users,early,5
early,public,5
public,version,6
version,software,8
software,available,7
available,february,8
february,sloncek,8
sloncek,said,6
said,currently,9
currently,windows,9
windows,version,7
version,software,8
software,development,10
development,plans,9
plans,linux,4
linux,mac,5
mac,version,7
version,said,6
said,costs,5
costs,writing,6
writing,software,7
software,paid,7
paid,adverts,7
adverts,appearing,6
appearing,finished,9
finished,version,7
version,program,7
program,despite,7
despite,suprnova,8
suprnova,administrator,11
administrator,sloncek,12
sloncek,involvement,9
involvement,exeem,9
exeem,basic,5
basic,technology,10
technology,appears,10
appears,developed,8
developed,firm,9
firm,called,6
called,swarm,6
swarm,systems,5
systems,based,5
based,caribbean,7
caribbean,island,7
island,saint,4
saint,kitts,4
kitts,nevis,4
nevis,users,4
users,exeem,4
exeem,system,4
system,able,5
able,rate,3
rate,files,4
files,swapped,6
swapped,help,6
help,stop,3
stop,spread,5
spread,fake,5
fake,files,3
files,sloncek,6
sloncek,told,6
told,novastream,9
novastream,dr,9
dr,johan,5
johan,pouwelse,7
pouwelse,researcher,9
researcher,delft,9
delft,university,8
university,technology,9
technology,studies,10
studies,peer,6
peer,peer,0
peer,networks,6
networks,said,8
said,exeem,5
exeem,next,4
next,evolution,8
evolution,file,8
file,sharing,6
sharing,systems,6
systems,said,6
said,would,4
would,struggle,6
struggle,popular,7
popular,bittorrent,9
bittorrent,suprnova,9
suprnova,early,7
early,versions,7
versions,taking,6
taking,enough,6
enough,care,6
care,make,2
make,sure,3
sure,good,4
good,copies,5
copies,files,4
files,shared,5
shared,exeem,5
exeem,cannot,6
cannot,prevent,6
prevent,pollution,8
pollution,said,8
said,rating,4
rating,system,6
system,exeem,4
exeem,seems,3
seems,flawed,6
flawed,easy,5
easy,insert,5
insert,fake,5
fake,files,3
files,fake,3
fake,ratings,6
ratings,said,5
said,studies,5
studies,shown,6
shown,organisations,11
organisations,working,10
working,record,7
record,labels,6
labels,movie,6
movie,studios,6
studios,worked,7
worked,undermine,8
undermine,kazaa,9
