Current_Word,Next_Word,Levenshtein_Distance
carpenter,spent,5
spent,20,5
20,years,5
years,cern,3
cern,european,6
european,laboratory,9
laboratory,particle,8
particle,physics,5
physics,new,7
new,chair,5
chair,ietf,5
ietf,next,3
next,big,4
big,challenge,8
challenge,overseeing,8
overseeing,ipv6,10
ipv6,next,4
next,generation,7
generation,standard,9
standard,information,10
information,transfer,10
transfer,routing,7
routing,across,7
across,web,6
web,cern,3
cern,dr,3
dr,carpenter,8
carpenter,helped,7
helped,pioneer,6
pioneer,advanced,6
advanced,net,6
net,applications,11
applications,development,11
development,world,10
world,wide,4
wide,web,3
web,well,2
well,placed,6
placed,take,4
take,task,2
task,net,4
net,growth,5
growth,evolution,7
evolution,depend,9
depend,standards,8
standards,protocols,8
protocols,ensuring,9
ensuring,architecture,11
architecture,works,12
works,talks,3
talks,standards,6
standards,crucial,8
crucial,job,7
job,ietf,4
ietf,top,4
top,priority,7
priority,ensure,7
ensure,standards,7
standards,make,8
make,net,4
net,work,4
work,open,4
open,free,3
free,anyone,5
anyone,use,5
use,work,4
work,net,4
net,built,4
built,protocol,8
protocol,called,8
called,tcp,6
tcp,ip,2
ip,means,5
means,transmission,9
transmission,control,10
control,protocol,5
protocol,internet,8
internet,protocol,8
protocol,computers,9
computers,communicate,7
communicate,net,9
net,unique,5
unique,ip,5
ip,address,7
address,used,6
used,send,2
send,receive,6
receive,information,9
information,ietf,9
ietf,large,5
large,international,12
international,community,11
community,network,9
network,designers,7
designers,operators,7
operators,vendors,5
vendors,researchers,8
researchers,working,10
working,evolution,7
evolution,net,8
net,architecture,10
architecture,way,12
way,information,10
information,sent,10
sent,received,7
received,make,7
make,sure,3
sure,knits,5
knits,together,7
together,leaving,8
leaving,gaps,6
gaps,ve,4
ve,seen,3
seen,interesting,8
interesting,effects,9
effects,last,6
last,years,4
years,explains,6
explains,dr,8
dr,carpenter,8
carpenter,net,7
net,growing,7
growing,fantastic,9
fantastic,rate,7
rate,end,4
end,90s,3
90s,bit,3
bit,glitch,4
glitch,2000,6
2000,seeing,6
seeing,clear,5
clear,phase,5
phase,consolidation,12
consolidation,renewed,11
renewed,growth,6
growth,renewed,6
renewed,growth,6
growth,also,6
also,buoyed,6
buoyed,emerging,8
emerging,economies,7
economies,like,8
like,china,4
china,showing,4
showing,fast,7
fast,uptake,5
uptake,broadband,8
broadband,net,9
net,technologies,10
technologies,number,10
number,broadband,8
broadband,subscribers,9
subscribers,via,10
via,dsl,3
dsl,digital,5
digital,subscriber,9
subscriber,line,8
line,doubled,6
doubled,year,7
year,13,4
13,million,7
million,according,8
according,figures,8
figures,released,7
released,end,6
end,2004,4
2004,challenges,10
challenges,face,8
face,continuing,10
continuing,produce,9
produce,standards,8
standards,allow,8
allow,growth,5
growth,rate,4
rate,explained,7
explained,dr,9
dr,carpenter,8
carpenter,given,7
given,net,4
net,designed,6
designed,whole,7
whole,community,9
community,done,7
done,well,4
well,reach,4
reach,millions,8
millions,want,7
want,reach,4
reach,whole,5
whole,population,9
population,make,9
make,sure,3
sure,scale,3
scale,ipv6,5
ipv6,standard,8
standard,replace,7
replace,existing,8
existing,ipv4,7
ipv4,allow,5
allow,billions,5
billions,addresses,8
addresses,net,8
net,gradually,9
gradually,worked,9
worked,network,5
network,infrastructure,11
infrastructure,across,12
across,world,5
world,actual,6
actual,number,6
number,addresses,8
addresses,ipv4,9
ipv4,limited,6
limited,four,7
four,billion,7
billion,ip,6
ip,addresses,9
addresses,clearly,8
clearly,enough,7
enough,10,6
10,billion,7
billion,people,7
people,serve,4
serve,technical,8
technical,solution,8
solution,new,8
new,version,6
version,ip,6
ip,ipv6,2
ipv6,much,4
much,larger,6
larger,address,6
address,space,6
space,possibilities,11
possibilities,practical,11
practical,limits,8
limits,said,5
said,dr,4
dr,carpenter,8
carpenter,standards,9
standards,vital,8
vital,something,8
something,complex,7
complex,net,6
net,making,6
making,sure,6
sure,standards,7
standards,open,8
open,work,4
work,across,5
across,networks,6
networks,big,8
big,task,4
task,difference,10
difference,next,9
next,generation,7
generation,standard,9
standard,ipv6,8
ipv6,make,4
make,average,5
average,net,6
net,user,3
user,almost,6
almost,invisible,8
invisible,first,8
first,goal,5
goal,ipv6,4
ipv6,make,4
make,difference,9
difference,people,8
people,notice,5
notice,difference,8
difference,like,8
like,london,5
london,telephone,6
telephone,numbers,9
numbers,got,7
got,longer,5
longer,lot,4
lot,process,6
process,invisible,9
invisible,people,7
people,usually,6
usually,given,7
given,ip,4
ip,address,7
address,without,7
without,knowing,7
knowing,technically,10
technically,deployment,10
deployment,started,9
started,standards,5
standards,settled,7
settled,said,5
said,dr,4
dr,carpenter,8
carpenter,one,7
one,problem,5
problem,net,6
net,may,3
may,never,5
never,disappear,7
disappear,completely,9
completely,security,8
security,dr,7
dr,carpenter,8
carpenter,solution,9
solution,comes,7
comes,technological,11
technological,human,11
human,behaviour,8
behaviour,people,8
people,educated,7
educated,sensible,7
sensible,behaviour,7
behaviour,says,8
says,ignoring,8
ignoring,e,8
e,mails,5
mails,claim,4
claim,won,5
won,something,7
something,think,5
think,going,3
going,get,4
get,worse,5
worse,people,4
people,remain,5
remain,concerned,8
concerned,security,7
security,probably,7
probably,would,6
would,concerned,7
concerned,walking,8
walking,along,3
along,dark,5
dark,street,5
street,work,5
work,make,4
make,sure,3
sure,better,5
better,security,7
security,internet,7
internet,standards,8
standards,never,8
never,ending,5
ending,battle,6
battle,sense,5
sense,adds,4
adds,even,4
even,security,7
security,improved,8
improved,still,8
still,worry,5
worry,bit,5
bit,unfortunately,12
unfortunately,part,11
part,life,4
life,duty,4
duty,,4
long,life,3
life,promised,6
promised,laptop,8
laptop,pcs,5
pcs,scientists,8
scientists,working,9
working,ways,6
ways,ensure,6
ensure,laptops,7
laptops,stay,6
stay,powered,7
powered,entire,5
entire,working,6
working,day,7
day,building,7
building,batteries,7
batteries,new,8
new,chemical,7
chemical,mixes,6
mixes,could,5
could,boost,4
boost,power,4
power,significantly,13
significantly,say,10
say,industry,6
industry,experts,7
experts,changes,6
changes,include,7
include,everything,10
everything,way,9
way,chips,5
chips,laptops,5
laptops,made,6
made,tricks,6
tricks,reduce,6
reduce,power,6
power,consumption,10
consumption,displays,9
displays,ever,8
ever,since,5
since,laptops,7
laptops,appeared,7
appeared,amount,7
amount,time,6
time,last,4
last,recharges,8
recharges,frustration,9
frustration,users,8
users,survey,5
survey,carried,5
carried,2000,7
2000,forrester,9
forrester,research,7
research,found,8
found,shortness,7
shortness,battery,7
battery,life,6
life,complained,7
complained,feature,9
feature,laptops,6
laptops,focus,6
focus,back,4
back,performance,9
performance,features,9
features,said,7
said,mike,4
mike,trainor,6
trainor,chief,6
chief,mobile,5
mobile,technology,9
technology,evangelist,8
evangelist,chip,9
chip,giant,5
giant,intel,4
intel,90s,5
90s,battery,7
battery,life,6
life,stuck,5
stuck,two,4
two,2,3
2,5,1
5,hours,5
hours,said,5
said,laptops,6
laptops,last,4
last,much,4
much,longer,6
longer,case,5
case,improving,9
improving,battery,9
battery,life,6
life,squeezing,8
squeezing,lithium,8
lithium,ion,6
ion,power,4
power,packs,4
packs,explained,7
explained,changes,7
changes,needed,6
needed,get,5
get,holy,4
holy,grail,5
grail,laptop,6
laptop,running,7
running,eight,7
eight,hours,5
hours,needing,7
needing,recharge,6
recharge,lithium,7
lithium,ion,6
ion,never,5
never,going,5
going,get,4
get,said,4
said,industry,7
industry,done,7
done,great,5
great,job,5
job,wringing,8
wringing,possible,8
possible,energy,8
energy,storage,5
storage,technology,8
technology,new,9
new,battery,6
battery,chemistries,10
chemistries,promise,7
promise,cram,5
cram,power,5
power,space,4
space,said,3
said,mr,4
mr,trainor,6
trainor,though,6
though,work,5
work,still,5
still,needed,6
needed,done,5
done,get,4
get,successfully,11
successfully,lab,11
lab,manufacturing,12
manufacturing,sceptical,12
sceptical,fuel,7
fuel,cells,4
cells,would,4
would,develop,6
develop,quick,7
quick,enough,6
enough,take,6
take,solid,5
solid,batteries,8
batteries,even,7
even,though,6
though,potential,8
potential,produce,8
produce,several,7
several,times,6
times,energy,6
energy,lithium,7
lithium,ion,6
ion,power,4
power,packs,4
packs,fuel,5
fuel,cells,4
cells,need,4
need,pumps,5
pumps,separators,8
separators,evaporation,7
evaporation,chambers,10
chambers,said,7
said,mini,4
mini,energy,6
energy,plant,6
plant,needs,5
needs,shrunk,6
shrunk,shrunk,0
shrunk,shrunk,0
shrunk,intel,6
intel,working,7
working,component,7
component,makers,7
makers,test,5
test,energy,5
energy,consumption,10
consumption,parts,10
parts,inside,6
inside,laptop,6
laptop,find,6
find,ways,4
ways,make,3
make,less,4
less,power,5
power,hungry,5
hungry,work,5
work,led,4
led,creation,7
creation,mobile,7
mobile,pc,6
pc,extended,8
extended,battery,7
battery,life,6
life,ebl,4
ebl,working,7
working,group,6
group,shares,6
shares,information,10
information,building,10
building,notebooks,9
notebooks,parsimonious,9
parsimonious,power,10
power,improvements,9
improvements,power,9
power,use,4
use,come,3
come,simply,5
simply,components,8
components,chips,7
chips,shrinking,7
shrinking,said,7
said,mr,4
mr,trainor,6
trainor,intel,6
intel,also,5
also,changed,6
changed,way,6
way,creates,6
creates,transistors,8
transistors,silicon,9
silicon,reduce,6
reduce,power,6
power,need,4
need,larger,5
larger,scale,5
scale,said,3
said,mr,4
mr,trainor,6
trainor,improvements,10
improvements,way,12
way,voltage,6
voltage,regulators,8
regulators,made,9
made,reduce,4
reduce,amount,5
amount,power,5
power,lost,4
lost,heat,3
heat,make,4
make,notebook,7
notebook,energy,7
energy,efficient,8
efficient,also,9
also,said,4
said,mr,4
mr,trainor,6
trainor,research,7
research,done,7
done,ways,4
ways,cut,4
cut,energy,6
energy,consumption,10
consumption,displays,9
displays,currently,9
currently,biggest,7
biggest,power,6
power,guzzler,5
guzzler,laptop,7
laptop,many,5
many,laptop,5
laptop,makers,5
makers,committed,8
committed,creating,7
creating,14,8
14,15,1
15,inch,4
inch,screens,7
screens,draw,6
draw,three,4
three,watts,5
watts,power,5
power,far,4
far,power,4
power,consumption,10
consumption,levels,11
levels,screens,5
screens,current,4
current,notebooks,9
notebooks,get,8
get,close,5
close,eight,5
eight,hours,5
hours,place,5
place,people,4
people,see,4
see,extraordinarily,15
extraordinarily,valuable,12
valuable,industry,7
industry,deliver,7
deliver,mr,6
mr,trainor,6
trainor,said,5
said,,4
court,mulls,5
mulls,file,4
file,sharing,6
sharing,future,7
future,judges,5
judges,us,4
us,supreme,6
supreme,court,6
court,hearing,6
hearing,evidence,7
evidence,file,6
file,sharing,6
sharing,networks,8
networks,court,7
court,decide,6
decide,whether,6
whether,producers,7
producers,file,8
file,sharing,6
sharing,software,7
software,ultimately,8
ultimately,held,8
held,responsible,9
responsible,copyright,9
copyright,infringement,9
infringement,questioned,11
questioned,opening,7
opening,way,7
way,entertainment,12
entertainment,industry,11
industry,sue,7
sue,file,3
file,sharers,6
sharers,could,7
could,deter,5
deter,innovation,9
innovation,also,8
also,said,4
said,file,4
file,trading,6
trading,firms,7
firms,responsibility,13
responsibility,inducing,12
inducing,people,8
people,piracy,5
piracy,lawsuit,7
lawsuit,brought,6
brought,28,7
28,world,5
world,largest,6
largest,entertainment,10
entertainment,firms,11
firms,raged,5
raged,several,6
several,years,5
years,legal,4
legal,experts,6
experts,agree,6
agree,supreme,4
supreme,court,6
court,finds,5
finds,favour,5
favour,music,6
music,movie,3
movie,industry,8
industry,would,7
would,able,4
able,sue,3
sue,file,3
file,trading,6
trading,firms,7
firms,bankruptcy,9
bankruptcy,judge,9
judge,rules,4
rules,grokster,6
grokster,morpheus,7
morpheus,file,7
file,sharers,6
sharers,centre,6
centre,case,4
case,merely,5
merely,providers,8
providers,technology,10
technology,legitimate,9
legitimate,well,9
well,illegitimate,11
illegitimate,uses,11
uses,music,3
music,movie,3
movie,industry,8
industry,would,7
would,forced,4
forced,abandon,7
abandon,pursuit,7
pursuit,file,7
file,sharing,6
sharing,providers,8
providers,instead,8
instead,would,6
would,pursue,6
pursue,individuals,10
individuals,use,10
use,peer,3
peer,peer,0
peer,networks,6
networks,get,6
get,hands,5
hands,free,5
free,music,5
music,movies,4
movies,hi,5
hi,tech,4
tech,entertainment,11
entertainment,industries,9
industries,divided,8
divided,issue,5
issue,intel,4
intel,filed,4
filed,document,7
document,supreme,7
supreme,court,6
court,earlier,7
earlier,month,7
month,defence,6
defence,grokster,7
grokster,others,6
others,despite,7
despite,misgivings,8
misgivings,aspects,8
aspects,file,6
file,sharing,6
sharing,community,8
community,summed,7
summed,attitude,7
attitude,many,8
many,tech,4
tech,firms,5
firms,submission,8
submission,states,8
states,products,7
products,essentially,11
essentially,tools,9
tools,like,5
like,tools,5
tools,capable,6
capable,used,7
used,consumers,7
consumers,businesses,8
businesses,unlawful,9
unlawful,purposes,8
purposes,asking,8
asking,firms,6
firms,second,6
second,guess,6
guess,uses,3
uses,technologies,10
technologies,would,11
would,put,4
put,build,4
build,ways,5
ways,preventing,10
preventing,illegitimate,10
illegitimate,use,11
use,would,4
would,stifle,5
stifle,innovation,9
innovation,said,8
said,electronic,9
electronic,frontier,8
frontier,foundation,6
foundation,civil,9
civil,rights,5
rights,watchdog,7
watchdog,also,6
also,defending,9
defending,streamcast,9
streamcast,networks,9
networks,company,8
company,behind,6
behind,morpheus,7
morpheus,file,7
file,sharing,6
sharing,software,7
software,case,6
case,raises,3
raises,question,7
question,critical,7
critical,importance,9
importance,border,8
border,copyright,7
copyright,innovation,9
innovation,said,8
said,cites,5
cites,many,5
many,landmark,6
landmark,ruling,8
ruling,1984,6
1984,found,5
found,sony,3
sony,held,4
held,responsible,9
responsible,fact,11
fact,betamax,6
betamax,video,7
video,recorder,6
recorder,could,6
could,used,4
used,piracy,6
piracy,defenders,9
defenders,remain,8
remain,optimistic,8
optimistic,judges,9
judges,rule,4
rule,favour,6
favour,peer,5
peer,peer,0
peer,networks,6
networks,upholding,9
upholding,precedent,7
precedent,set,7
set,sony,3
sony,betamax,7
betamax,case,6
case,small,4
small,band,4
band,supporters,10
supporters,outside,8
outside,court,6
court,lawyers,6
lawyers,entered,6
entered,wearing,7
wearing,save,6
save,betamax,6
betamax,shirts,7
shirts,betamax,7
betamax,principles,10
principles,stand,9
stand,magna,4
magna,carta,3
carta,technology,9
technology,industry,9
industry,responsible,10
responsible,explosion,7
explosion,innovation,7
innovation,occurred,10
occurred,us,7
us,past,3
past,20,4
20,years,5
years,said,4
said,gary,3
gary,shapiro,5
shapiro,chief,5
chief,executive,7
executive,consumer,8
consumer,electronics,10
electronics,association,10
association,supreme,10
supreme,court,6
court,justice,6
justice,stephen,6
stephen,breyer,5
breyer,said,6
said,inventions,9
inventions,printing,6
printing,apple,8
apple,ipod,4
ipod,could,4
could,used,4
used,illegally,8
illegally,duplicate,8
duplicate,copyrighted,7
copyrighted,materials,9
materials,balance,8
balance,beneficial,8
beneficial,society,9
society,said,5
said,file,4
file,trading,6
trading,software,8
software,used,8
used,illegally,8
illegally,trade,8
trade,movies,5
movies,music,4
music,conceptually,11
conceptually,technology,10
technology,really,7
really,excellent,7
excellent,uses,8
uses,based,3
based,tuesday,6
tuesday,hearing,7
hearing,seems,6
seems,unlikely,7
unlikely,betamax,8
betamax,ruling,7
ruling,overturned,8
overturned,file,9
file,sharing,6
sharing,firms,6
firms,might,4
might,still,5
still,held,4
held,responsible,9
responsible,encouraging,10
encouraging,inducing,6
inducing,piracy,7
piracy,grokster,8
grokster,lawyer,6
lawyer,argued,5
argued,company,7
company,judged,7
judged,current,5
current,behaviour,9
behaviour,rather,7
rather,first,6
first,set,4
set,argument,6
argument,dismissed,9
dismissed,ridiculous,9
ridiculous,justice,9
justice,david,6
david,souter,6
souter,cea,5
cea,boss,4
boss,mr,4
mr,shapiro,6
shapiro,thinks,6
thinks,case,6
case,important,8
important,supreme,7
supreme,court,6
court,hear,4
hear,year,1
year,preserving,8
preserving,america,7
america,proud,6
proud,history,6
history,technological,11
technological,innovation,10
innovation,protecting,8
protecting,ability,9
ability,consumers,9
consumers,access,7
access,utilise,6
utilise,technology,9
technology,said,10
said,case,3
case,already,6
already,heard,5
heard,two,5
two,lower,4
lower,courts,5
courts,found,4
found,favour,4
favour,peer,5
peer,peer,0
peer,networks,6
networks,ruled,8
ruled,despite,7
despite,used,6
used,distribute,9
distribute,millions,8
millions,illegal,5
illegal,songs,6
songs,file,5
file,sharing,6
sharing,could,7
could,also,5
also,used,4
used,cheaply,6
cheaply,distribute,10
distribute,software,8
software,government,8
government,documents,6
documents,promotional,9
promotional,copies,9
copies,music,5
music,,5
software,watching,8
watching,work,7
work,software,6
software,monitor,6
monitor,every,7
every,keystroke,7
keystroke,action,7
action,performed,8
performed,pc,8
pc,also,4
also,used,4
used,legally,7
legally,binding,7
binding,evidence,6
evidence,wrong,7
wrong,unveiled,8
unveiled,worries,6
worries,cyber,6
cyber,crime,4
crime,sabotage,7
sabotage,prompted,7
prompted,many,7
many,employers,7
employers,consider,7
consider,monitoring,7
monitoring,employees,9
employees,developers,5
developers,behind,9
behind,system,6
system,claim,5
claim,break,5
break,way,4
way,data,3
data,monitored,8
monitored,stored,4
stored,privacy,7
privacy,advocates,8
advocates,concerned,8
concerned,invasive,8
invasive,nature,5
nature,software,5
software,system,6
system,joint,6
joint,venture,6
venture,security,6
security,firm,7
firm,3ami,4
3ami,storage,6
storage,specialists,9
specialists,bridgehead,11
bridgehead,software,9
software,joined,7
joined,forces,4
forces,create,6
create,system,5
system,monitor,6
monitor,computer,5
computer,activity,7
activity,store,7
store,retrieve,6
retrieve,disputed,8
disputed,files,6
files,within,5
within,minutes,6
minutes,firms,5
firms,finding,5
finding,deep,6
deep,water,4
water,result,6
result,data,6
data,misuse,6
misuse,sabotage,7
sabotage,data,5
data,theft,5
theft,commonly,8
commonly,committed,5
committed,within,7
within,organisation,9
organisation,according,10
according,national,8
national,hi,7
hi,tech,4
tech,crime,5
crime,unit,4
unit,nhtcu,4
nhtcu,survey,6
survey,conducted,7
conducted,behalf,9
behalf,nop,6
nop,found,4
found,evidence,7
evidence,80,8
80,medium,6
medium,large,6
large,companies,7
companies,victims,7
victims,form,6
form,cyber,5
cyber,crime,4
crime,bridgehead,7
bridgehead,software,9
software,come,6
come,techniques,8
techniques,prove,9
prove,legal,5
legal,standard,7
standard,stored,5
stored,file,5
file,pc,4
pc,tampered,7
tampered,ironically,10
ironically,impetus,9
impetus,developing,9
developing,system,10
system,came,5
came,result,6
result,freedom,5
freedom,information,8
information,act,10
act,requires,8
requires,companies,7
companies,store,8
store,data,5
data,certain,5
certain,amount,7
amount,time,6
time,storage,5
storage,system,6
system,incorporated,10
incorporated,application,11
application,developed,11
developed,security,8
security,firm,7
firm,3ami,4
3ami,allows,6
allows,every,6
every,action,6
action,computer,8
computer,logged,6
logged,potentially,10
potentially,could,9
could,help,4
help,employers,8
employers,follow,7
follow,trail,6
trail,stolen,5
stolen,files,4
files,pinpoint,7
pinpoint,whether,8
whether,emailed,6
emailed,third,5
third,party,5
party,copied,6
copied,printed,5
printed,deleted,4
deleted,saved,5
saved,cd,4
cd,floppy,6
floppy,disk,6
disk,memory,6
memory,stick,6
stick,flash,5
flash,card,4
card,activities,9
activities,system,8
system,monitor,6
monitor,include,7
include,downloading,9
downloading,pornography,9
pornography,use,11
use,racist,5
racist,bullying,7
bullying,language,8
language,copying,7
copying,applications,9
applications,personal,10
personal,use,7
use,increasingly,11
increasingly,organisations,12
organisations,handle,11
handle,sensitive,7
sensitive,data,8
data,governments,10
governments,using,10
using,biometric,9
biometric,log,8
log,ins,3
ins,fingerprinting,12
fingerprinting,provide,11
provide,conclusive,8
conclusive,proof,10
proof,using,5
using,particular,9
particular,machine,8
machine,given,6
given,time,3
time,privacy,6
privacy,advocates,8
advocates,concerned,8
concerned,monitoring,7
monitoring,work,8
work,damaging,8
damaging,employee,8
employee,privacy,8
privacy,also,7
also,relationship,10
relationship,employers,10
employers,staff,9
staff,case,4
case,said,3
said,tim,3
tim,ellsmore,7
ellsmore,managing,8
managing,director,8
director,3ami,8
3ami,replacing,7
replacing,dialogue,8
dialogue,issues,6
issues,talk,6
talk,still,3
still,need,5
need,proof,5
proof,said,5
said,people,6
people,need,5
need,recognise,8
recognise,using,8
using,pc,5
pc,representative,13
representative,company,13
company,employers,7
employers,legal,8
legal,requirement,10
requirement,store,9
store,data,5
data,added,4
added,,5
cabs,collect,6
collect,mountain,7
mountain,mobiles,6
mobiles,gadgets,6
gadgets,cheaper,7
cheaper,smaller,5
smaller,common,7
common,ever,6
ever,means,4
means,likely,6
likely,lose,4
lose,london,4
london,alone,4
alone,past,5
past,six,4
six,months,6
months,63,6
63,0,3
0,mobile,6
mobile,phones,6
phones,left,6
left,back,4
back,black,1
black,cabs,4
cabs,according,8
according,survey,8
survey,works,5
works,three,4
three,phones,4
phones,per,4
per,cab,3
cab,period,6
period,almost,6
almost,5,6
5,0,3
0,laptops,7
laptops,5,7
5,800,3
800,pdas,4
pdas,palms,3
palms,pocket,5
pocket,pcs,4
pcs,left,4
left,licensed,6
licensed,cabs,6
cabs,even,4
even,great,4
great,good,4
good,immune,6
immune,losing,5
losing,beloved,6
beloved,gadgets,7
gadgets,jemima,7
jemima,khan,6
khan,reportedly,10
reportedly,left,8
left,ipod,4
ipod,phone,4
phone,purse,3
purse,cab,5
cab,asked,5
asked,returned,6
returned,friend,6
friend,turned,4
turned,hugh,5
hugh,grant,5
grant,popularity,8
popularity,portable,7
portable,gadgets,8
gadgets,grown,6
grown,trust,4
trust,lives,5
lives,seem,4
seem,forgetting,9
forgetting,ever,9
ever,larger,4
larger,numbers,5
numbers,numbers,0
numbers,lost,7
lost,laptops,5
laptops,leapt,4
leapt,71,5
71,last,4
last,three,5
three,years,5
years,left,4
left,londoners,7
londoners,travelling,10
travelling,cab,9
cab,capital,5
capital,world,7
world,best,5
best,losing,5
losing,laptops,6
laptops,according,8
according,research,9
research,licensed,7
licensed,taxi,8
taxi,drivers,7
drivers,association,10
association,pointsec,8
pointsec,mobile,6
mobile,data,6
data,backup,5
backup,firm,6
firm,twice,4
twice,many,5
many,laptops,6
laptops,left,5
left,back,4
back,black,1
black,cabs,4
cabs,london,6
london,nine,5
nine,cities,4
cities,helsinki,7
helsinki,oslo,7
oslo,munich,6
munich,paris,5
paris,stockholm,9
stockholm,copenhagen,9
copenhagen,chicago,7
chicago,sydney,7
sydney,research,7
research,lost,7
lost,found,4
found,gadgets,7
gadgets,carried,6
carried,contrast,6
contrast,danes,6
danes,adept,4
adept,losing,6
losing,mobile,4
mobile,phones,6
phones,seven,5
seven,times,4
times,likely,4
likely,leave,5
leave,behind,5
behind,cab,6
cab,travellers,9
travellers,germans,8
germans,norwegians,6
norwegians,swedes,7
swedes,top,6
top,range,5
range,phones,5
phones,carry,6
carry,enormous,7
enormous,amounts,6
amounts,data,6
data,enough,6
enough,hold,5
hold,hundreds,6
hundreds,pictures,6
pictures,thousands,8
thousands,contact,7
contact,details,6
details,given,7
given,people,6
people,back,6
back,data,3
data,pc,4
pc,fair,4
fair,bet,4
bet,even,3
even,fewer,3
fewer,phone,5
phone,carry,5
carry,around,5
around,could,3
could,losing,5
losing,fair,5
fair,chunk,5
chunk,life,5
life,back,4
back,cab,3
cab,least,4
least,many,4
many,people,6
people,collect,5
collect,numbers,6
numbers,phone,6
phone,anywhere,6
anywhere,else,7
else,equally,5
equally,phones,7
phones,let,5
let,navigate,7
navigate,contacts,7
contacts,name,6
name,many,3
many,people,6
people,completely,7
completely,forgotten,7
forgotten,friends,7
friends,numbers,6
numbers,could,7
could,reconstruct,8
reconstruct,growing,10
growing,habit,6
habit,losing,5
losing,gadgets,7
gadgets,explains,7
explains,rise,7
rise,firms,4
firms,retrofone,8
retrofone,lets,7
lets,people,5
people,buy,6
buy,cheap,5
cheap,old,5
old,fashioned,7
fashioned,phone,5
phone,replace,5
replace,tiny,7
tiny,shiny,2
shiny,expensive,8
expensive,one,7
one,lost,3
lost,briton,5
briton,growing,5
growing,love,6
love,phones,4
phones,also,6
also,led,3
led,creation,7
creation,mobile,7
mobile,equipment,7
equipment,national,8
national,database,6
database,lets,6
lets,register,6
register,unique,6
unique,id,5
id,number,6
number,phone,5
phone,returned,6
returned,event,6
event,lost,4
lost,stolen,5
stolen,according,7
according,statistics,9
statistics,50,10
50,muggings,8
muggings,snatch,8
snatch,theft,6
theft,offences,7
offences,involve,7
involve,mobiles,6
mobiles,millions,5
millions,gadgets,7
gadgets,logged,5
logged,database,8
database,organisations,11
organisations,transport,8
transport,london,7
london,regularly,9
regularly,consult,8
consult,trying,7
trying,re,5
re,unite,4
unite,folk,5
folk,phones,5
phones,gadgets,5
gadgets,drivers,5
drivers,finding,7
finding,mobile,6
mobile,back,5
back,cab,3
cab,one,3
one,pleasant,7
pleasant,things,8
things,many,5
many,found,4
found,survey,6
survey,else,5
else,left,4
left,behind,5
behind,included,7
included,harp,8
harp,dog,4
dog,hamster,7
hamster,baby,6
baby,,4
mobile,bets,5
bets,pocket,5
pocket,office,6
office,mobile,4
mobile,launched,7
launched,latest,6
latest,pocket,5
pocket,office,6
office,third,5
third,generation,9
generation,3g,10
3g,device,6
device,also,6
also,built,5
built,wi,4
wi,fi,1
fi,high,3
high,speed,5
speed,wireless,6
wireless,net,7
net,access,5
access,unlike,6
unlike,devices,5
devices,user,6
user,check,4
check,high,4
high,speed,5
speed,network,7
network,available,9
available,transfer,8
transfer,data,7
data,device,5
device,selects,5
selects,fastest,6
fastest,one,6
one,mda,3
mda,iv,3
iv,released,8
released,summer,7
summer,upgrade,7
upgrade,company,6
company,existing,7
existing,smartphone,8
smartphone,2,10
2,5g,2
5g,wi,2
wi,fi,1
fi,mda,3
mda,iii,3
iii,reflects,8
reflects,push,8
push,mobile,6
mobile,firms,6
firms,devices,5
devices,like,5
like,mini,3
mini,laptops,7
laptops,device,7
device,display,6
display,swivelled,7
swivelled,angled,6
angled,used,4
used,like,4
like,small,5
small,computer,7
computer,conventional,9
conventional,clamshell,10
clamshell,phone,8
phone,microsoft,8
microsoft,mobile,7
mobile,phone,5
phone,two,4
two,cameras,7
cameras,qwerty,5
qwerty,keyboard,8
keyboard,reflects,7
reflects,design,7
design,similar,6
similar,one,7
one,models,4
models,released,6
released,year,6
year,motorola,7
motorola,mpx,7
mpx,one,3
one,five,3
five,european,7
european,workers,6
workers,already,6
already,mobile,7
mobile,meaning,5
meaning,spend,6
spend,significant,9
significant,time,10
time,travelling,8
travelling,office,9
office,rene,5
rene,obermann,6
obermann,mobile,7
mobile,chief,5
chief,executive,7
executive,told,8
told,press,5
press,conference,8
conference,3gsm,10
3gsm,trade,5
trade,show,5
show,cannes,6
cannes,added,4
added,need,3
need,office,6
office,office,0
office,mobile,4
mobile,said,5
said,seeing,4
seeing,increasing,6
increasing,take,9
take,calls,4
calls,office,6
office,pocket,6
pocket,devices,6
devices,100,7
100,0,1
0,mdas,4
mdas,sold,4
sold,europe,5
europe,already,6
already,response,8
response,demand,6
demand,mobile,6
mobile,also,6
also,said,4
said,would,4
would,adding,6
adding,latest,6
latest,phone,6
phone,shaped,4
shaped,blackberry,8
blackberry,mobile,9
mobile,range,5
range,reflecting,8
reflecting,growing,7
growing,need,7
need,connected,5
connected,outside,7
outside,office,4
office,announced,7
announced,would,6
would,introduce,7
introduce,flat,9
flat,fee,3
fee,20,3
20,38,2
38,month,5
month,wi,5
wi,fi,1
fi,tariff,5
tariff,people,6
people,uk,6
uk,using,4
using,wi,4
wi,fi,1
fi,hotspots,8
hotspots,said,7
said,would,4
would,nearly,5
nearly,double,5
double,number,5
number,hotspots,8
hotspots,places,7
places,wi,6
wi,fi,1
fi,access,6
access,available,8
available,globally,7
globally,12,8
12,300,3
300,20,2
20,0,2
0,also,4
also,announced,7
